,TR2144|c0_g1_i1,GO:0032550,atp-dependent zinc metalloprotease ftsh chloroplastic-like isoform x1,,,,,,
,TR31696|c1_g1_i1,GO:0010468,auxin-responsive protein iaa26-like,,,,,,
,TR31696|c1_g1_i1,GO:0009755,auxin-responsive protein iaa26-like,,,,,,
,TR31696|c1_g1_i1,GO:0005515,auxin-responsive protein iaa26-like,,,,,,
,TR31697|c0_g1_i1,GO:0003824,probable carboxylesterase 7-like,,,,,,
,TR31755|c0_g1_i2,GO:0045229,xyloglucan endotransglucosylase hydrolase protein a,,,,,,
,TR31755|c0_g1_i2,GO:0044042,xyloglucan endotransglucosylase hydrolase protein a,,,,,,
,TR31755|c0_g1_i2,GO:0016798,xyloglucan endotransglucosylase hydrolase protein a,,,,,,
,TR31755|c0_g1_i2,GO:0005576,xyloglucan endotransglucosylase hydrolase protein a,,,,,,
,TR31755|c0_g1_i2,GO:0030312,xyloglucan endotransglucosylase hydrolase protein a,,,,,,
,TR31755|c0_g1_i2,GO:0016758,xyloglucan endotransglucosylase hydrolase protein a,,,,,,
,TR31787|c2_g1_i1,GO:0051726,cyclin isoform 1,,,,,,
,TR31787|c2_g1_i1,GO:0043231,cyclin isoform 1,,,,,,
,TR31787|c2_g1_i1,GO:0019900,cyclin isoform 1,,,,,,
,TR31805|c0_g1_i2,GO:0000280,pachytene checkpoint protein 2 homolog,,,,,,
,TR31805|c0_g1_i2,GO:0016462,pachytene checkpoint protein 2 homolog,,,,,,
,TR31805|c0_g1_i2,GO:0032550,pachytene checkpoint protein 2 homolog,,,,,,
Ribpr cpx,TR31836|c0_g1_i4,GO:0036094,60s ribosomal protein l23a,,,,,,
,TR31836|c0_g1_i4,GO:0034645,60s ribosomal protein l23a,,,,,,
,TR31836|c0_g1_i4,GO:0030529,60s ribosomal protein l23a,,,,,,
,TR31836|c0_g1_i4,GO:0005198,60s ribosomal protein l23a,,,,,,
,TR31846|c1_g1_i1,GO:0004312,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0006996,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0006631,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0043231,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0016628,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0033765,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0006970,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0030148,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0044425,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0031090,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0006694,synaptic glycoprotein,,,,,,
,TR31846|c1_g1_i1,GO:0070838,synaptic glycoprotein,,,,,,
,TR31882|c0_g1_i1,GO:0051726,cyclin isoform 1,,,,,,
,TR31882|c0_g1_i1,GO:0043231,cyclin isoform 1,,,,,,
,TR31882|c0_g1_i1,GO:0019900,cyclin isoform 1,,,,,,
Gen/sile,TR31901|c0_g1_i1,GO:0048580,microtubule-associated protein tortifolia1,,,,,,
,TR31901|c0_g1_i1,GO:0034968,microtubule-associated protein tortifolia1,,,,,,
,TR31901|c0_g1_i1,GO:0006342,microtubule-associated protein tortifolia1,,,,,,
,TR31901|c0_g1_i1,GO:0051052,microtubule-associated protein tortifolia1,,,,,,
,TR31935|c0_g1_i4,GO:0044238,pi-plc x domain-containing protein at5g67130-like isoform x1,,,,,,
,TR31935|c0_g1_i4,GO:0042578,pi-plc x domain-containing protein at5g67130-like isoform x1,,,,,,
,TR31976|c1_g1_i1,GO:0051234,mitochondrial import receptor subunit tom5 homolog,,,,,,
,TR31976|c1_g1_i1,GO:0016020,mitochondrial import receptor subunit tom5 homolog,,,,,,
,TR31976|c1_g1_i1,GO:0005739,mitochondrial import receptor subunit tom5 homolog,,,,,,
,TR32024|c1_g1_i5,GO:0003824,isochorismatase hydrolase family protein,,,,,,
,TR32026|c0_g1_i1,GO:0015698,nucleotide-sensitive chloride conductance regulator family protein,,,,,,
,TR32026|c0_g1_i1,GO:0034708,nucleotide-sensitive chloride conductance regulator family protein,,,,,,
,TR32026|c0_g1_i1,GO:0000398,nucleotide-sensitive chloride conductance regulator family protein,,,,,,
,TR32026|c0_g1_i1,GO:0044444,nucleotide-sensitive chloride conductance regulator family protein,,,,,,
,TR32026|c0_g1_i1,GO:0016020,nucleotide-sensitive chloride conductance regulator family protein,,,,,,
,TR32026|c0_g1_i1,GO:0019725,nucleotide-sensitive chloride conductance regulator family protein,,,,,,
,TR32031|c1_g1_i1,GO:0046914,hypothetical protein EUGRSUZ_F04162 [Eucalyptus grandis],,,,,,
,TR32031|c1_g1_i1,GO:0016682,hypothetical protein EUGRSUZ_F04162 [Eucalyptus grandis],,,,,,
,TR32031|c1_g1_i1,GO:0009808,hypothetical protein EUGRSUZ_F04162 [Eucalyptus grandis],,,,,,
,TR32031|c1_g1_i1,GO:0005576,hypothetical protein EUGRSUZ_F04162 [Eucalyptus grandis],,,,,,
rib mod,TR32052|c1_g1_i2,GO:0009451,transducin family protein wd-40 repeat family protein isoform 1,,,,,,
,TR32052|c1_g1_i2,GO:0043232,transducin family protein wd-40 repeat family protein isoform 1,,,,,,
,TR32052|c1_g1_i2,GO:0006405,transducin family protein wd-40 repeat family protein isoform 1,,,,,,
,TR32052|c1_g1_i2,GO:0006886,transducin family protein wd-40 repeat family protein isoform 1,,,,,,
,TR32136|c1_g1_i1,GO:0006633,linoleate 13s-lipoxygenase 2- chloroplastic-like,,,,,,
,TR32136|c1_g1_i1,GO:0046914,linoleate 13s-lipoxygenase 2- chloroplastic-like,,,,,,
,TR32136|c1_g1_i1,GO:0016702,linoleate 13s-lipoxygenase 2- chloroplastic-like,,,,,,
,TR32138|c0_g1_i1,GO:0046914,blue copper protein,,,,,,
,TR32157|c1_g1_i2,GO:0004175,proteasome subunit alpha type-7,,,,,,
,TR32157|c1_g1_i2,GO:0005839,proteasome subunit alpha type-7,,,,,,
,TR32157|c1_g1_i2,GO:0019941,proteasome subunit alpha type-7,,,,,,
,TR32157|c1_g1_i2,GO:0043231,proteasome subunit alpha type-7,,,,,,
,TR32158|c0_g1_i1,GO:0006796,leucine-rich receptor-like protein kinase family,,,,,,
,TR32158|c0_g1_i1,GO:0006464,leucine-rich receptor-like protein kinase family,,,,,,
,TR32158|c0_g1_i1,GO:0004672,leucine-rich receptor-like protein kinase family,,,,,,
,TR32158|c0_g1_i1,GO:0044425,leucine-rich receptor-like protein kinase family,,,,,,
,TR32158|c0_g1_i1,GO:0032550,leucine-rich receptor-like protein kinase family,,,,,,
,TR32161|c0_g1_i1,GO:0030312,uncharacterized protein loc103330638,,,,,,
,TR32161|c0_g1_i1,GO:0006779,uncharacterized protein loc103330638,,,,,,
,TR32161|c0_g1_i1,GO:0010476,uncharacterized protein loc103330638,,,,,,
,TR32161|c0_g1_i1,GO:0003006,uncharacterized protein loc103330638,,,,,,
,TR32161|c0_g1_i1,GO:0016020,uncharacterized protein loc103330638,,,,,,
,TR32183|c0_g1_i3,GO:0044710,peroxiredoxin- chloroplastic-like,,,,,,
,TR32183|c0_g1_i3,GO:0003824,peroxiredoxin- chloroplastic-like,,,,,,
,TR32195|c0_g1_i1,GO:0045229,xyloglucan endotransglucosylase hydrolase protein 9 precursor,,,,,,
,TR32195|c0_g1_i1,GO:0044042,xyloglucan endotransglucosylase hydrolase protein 9 precursor,,,,,,
,TR32195|c0_g1_i1,GO:0016798,xyloglucan endotransglucosylase hydrolase protein 9 precursor,,,,,,
,TR32195|c0_g1_i1,GO:0005576,xyloglucan endotransglucosylase hydrolase protein 9 precursor,,,,,,
,TR32195|c0_g1_i1,GO:0030312,xyloglucan endotransglucosylase hydrolase protein 9 precursor,,,,,,
,TR32195|c0_g1_i1,GO:0016758,xyloglucan endotransglucosylase hydrolase protein 9 precursor,,,,,,
Ribpr cpx,TR32273|c2_g1_i1,GO:0034645,60s ribosomal protein l17-2,,,,,,
,TR32273|c2_g1_i1,GO:0005198,60s ribosomal protein l17-2,,,,,,
,TR32273|c2_g1_i1,GO:0044391,60s ribosomal protein l17-2,,,,,,
,TR32287|c3_g1_i1,GO:0016798,vicianin hydrolase-like,,,,,,
,TR32287|c3_g1_i1,GO:0044238,vicianin hydrolase-like,,,,,,
,TR32352|c0_g1_i1,GO:0097159,la-related protein 1,,,,,,
,TR32352|c0_g1_i1,GO:0000338,la-related protein 1,,,,,,
,TR32352|c0_g1_i1,GO:0006221,la-related protein 1,,,,,,
,TR32352|c0_g1_i1,GO:0036094,la-related protein 1,,,,,,
,TR32352|c0_g1_i1,GO:0009639,la-related protein 1,,,,,,
,TR32367|c0_g1_i1,GO:0006783,cytochrome c oxidase assembly protein cox15-like,,,,,,
,TR32367|c0_g1_i1,GO:0016491,cytochrome c oxidase assembly protein cox15-like,,,,,,
,TR32367|c0_g1_i1,GO:0044425,cytochrome c oxidase assembly protein cox15-like,,,,,,
,TR32382|c1_g1_i4,GO:0015291,protein transparent testa 12-like,,,,,,
,TR32382|c1_g1_i4,GO:0044425,protein transparent testa 12-like,,,,,,
,TR32382|c1_g1_i4,GO:0015893,protein transparent testa 12-like,,,,,,
,TR32382|c1_g1_i4,GO:0044763,protein transparent testa 12-like,,,,,,
,TR32385|c0_g1_i1,GO:0044763,mechanosensitive ion channel protein 10-like,,,,,,
Ribpr cpx,TR32387|c0_g1_i4,GO:0034645,50s ribosomal protein l3- chloroplastic-like,,,,,,
,TR32387|c0_g1_i4,GO:0003723,50s ribosomal protein l3- chloroplastic-like,,,,,,
,TR32387|c0_g1_i4,GO:0030529,50s ribosomal protein l3- chloroplastic-like,,,,,,
,TR32387|c0_g1_i4,GO:0009536,50s ribosomal protein l3- chloroplastic-like,,,,,,
,TR32387|c0_g1_i4,GO:0005198,50s ribosomal protein l3- chloroplastic-like,,,,,,
,TR32399|c0_g1_i1,GO:0019866,mitochondrial inner membrane protein oxa1-like,,,,,,
,TR32399|c0_g1_i1,GO:0090150,mitochondrial inner membrane protein oxa1-like,,,,,,
,TR32399|c0_g1_i1,GO:0043231,mitochondrial inner membrane protein oxa1-like,,,,,,
,TR32399|c0_g1_i1,GO:0006605,mitochondrial inner membrane protein oxa1-like,,,,,,
,TR32399|c0_g1_i1,GO:0044425,mitochondrial inner membrane protein oxa1-like,,,,,,
,TR32412|c1_g1_i1,GO:0016798,probable glucan endo- -beta-glucosidase a6,,,,,,
,TR32412|c1_g1_i1,GO:0044238,probable glucan endo- -beta-glucosidase a6,,,,,,
,TR32472|c0_g1_i2,GO:0018208,peptidyl-prolyl cis-trans isomerase cyclophilin-40 rotamase isoform 1,,,,,,
,TR32472|c0_g1_i2,GO:0016859,peptidyl-prolyl cis-trans isomerase cyclophilin-40 rotamase isoform 1,,,,,,
,TR32482|c0_g3_i7,GO:0044710,tonoplast monosaccharide transporter2 isoform 1,,,,,,
,TR32482|c0_g3_i7,GO:0016628,tonoplast monosaccharide transporter2 isoform 1,,,,,,
,TR32482|c0_g3_i7,GO:0044765,tonoplast monosaccharide transporter2 isoform 1,,,,,,
,TR32482|c0_g3_i7,GO:0044425,tonoplast monosaccharide transporter2 isoform 1,,,,,,
,TR32482|c0_g3_i7,GO:0044763,tonoplast monosaccharide transporter2 isoform 1,,,,,,
,TR32482|c0_g3_i7,GO:0022857,tonoplast monosaccharide transporter2 isoform 1,,,,,,
,TR32492|c0_g6_i3,GO:0036094,tmv resistance protein n-like,,,,,,
,TR32492|c0_g6_i3,GO:1901363,tmv resistance protein n-like,,,,,,
,TR32492|c0_g6_i3,GO:0097159,tmv resistance protein n-like,,,,,,
,TR32498|c0_g2_i11,GO:0034645,60s ribosomal protein l3,,,,,,
,TR32498|c0_g2_i11,GO:0030529,60s ribosomal protein l3,,,,,,
,TR32498|c0_g2_i11,GO:0005198,60s ribosomal protein l3,,,,,,
,TR32513|c1_g1_i1,GO:0032844,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0032991,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0070918,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0043231,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0006305,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0006342,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0007059,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0000723,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0010608,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0003723,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0010212,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0006950,protein argonaute 16,,,,,,
,TR32513|c1_g1_i1,GO:0070192,protein argonaute 16,,,,,,
,TR32533|c1_g1_i4,GO:0032787,bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic-like isoform x1,,,,,,
,TR32533|c1_g1_i4,GO:0016616,bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic-like isoform x1,,,,,,
,TR32533|c1_g1_i4,GO:0016836,bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic-like isoform x1,,,,,,
,TR32533|c1_g1_i4,GO:0000166,bifunctional 3-dehydroquinate dehydratase shikimate chloroplastic-like isoform x1,,,,,,
,TR32536|c0_g2_i1,GO:0034645,60s acidic ribosomal protein p3-like,,,,,,
,TR32536|c0_g2_i1,GO:0030529,60s acidic ribosomal protein p3-like,,,,,,
,TR32536|c0_g2_i1,GO:0005198,60s acidic ribosomal protein p3-like,,,,,,
,TR32557|c1_g1_i3,GO:0032550,dead-box atp-dependent rna helicase 57,,,,,,
,TR32557|c1_g1_i3,GO:0009154,dead-box atp-dependent rna helicase 57,,,,,,
,TR32557|c1_g1_i3,GO:0003676,dead-box atp-dependent rna helicase 57,,,,,,
,TR32557|c1_g1_i3,GO:0042623,dead-box atp-dependent rna helicase 57,,,,,,
,TR32557|c1_g1_i3,GO:0006221,dead-box atp-dependent rna helicase 57,,,,,,
,TR32563|c1_g1_i1,GO:0009209,nucleoside diphosphate,,,,,,
,TR32563|c1_g1_i1,GO:0032550,nucleoside diphosphate,,,,,,
,TR32563|c1_g1_i1,GO:0016776,nucleoside diphosphate,,,,,,
,TR32563|c1_g1_i1,GO:0009152,nucleoside diphosphate,,,,,,
,TR32563|c1_g1_i1,GO:0009132,nucleoside diphosphate,,,,,,
,TR32564|c0_g1_i2,GO:0032550,p-loop containing nucleoside triphosphate hydrolases superfamily protein,,,,,,
,TR32564|c0_g1_i2,GO:0009154,p-loop containing nucleoside triphosphate hydrolases superfamily protein,,,,,,
,TR32564|c0_g1_i2,GO:0003676,p-loop containing nucleoside triphosphate hydrolases superfamily protein,,,,,,
,TR32564|c0_g1_i2,GO:0042623,p-loop containing nucleoside triphosphate hydrolases superfamily protein,,,,,,
,TR32564|c0_g1_i2,GO:0006886,p-loop containing nucleoside triphosphate hydrolases superfamily protein,,,,,,
,TR32597|c0_g1_i1,GO:0046872,ring u-box superfamily protein,,,,,,
,TR32610|c3_g1_i2,GO:0019538,peptidase s24 s26a s26b s26c family protein isoform 1,,,,,,
,TR32610|c3_g1_i2,GO:0044425,peptidase s24 s26a s26b s26c family protein isoform 1,,,,,,
,TR32610|c3_g1_i2,GO:0070011,peptidase s24 s26a s26b s26c family protein isoform 1,,,,,,
,TR32614|c1_g1_i2,GO:0046914,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0032550,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0003006,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0006090,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0044267,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0005576,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0044434,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0009532,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0006970,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0006006,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0000097,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0009657,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:0009526,20 kda chloroplastic,,,,,,
,TR32614|c1_g1_i2,GO:2000379,20 kda chloroplastic,,,,,,
,TR32624|c0_g1_i2,GO:0008152,superoxide dismutase,,,,,,
Ribpr cpx,TR32671|c6_g1_i3,GO:0030684,isoform 1,,,,,,
,TR32693|c0_g1_i1,GO:0004553,plant neutral invertase family protein isoform 1,,,,,,
Ribpr cpx,TR32699|c1_g1_i2,GO:0005198,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0007017,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0010629,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0016571,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0048580,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0001708,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0007015,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0034645,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0006637,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0006997,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0043623,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0048285,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:0030529,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32699|c1_g1_i2,GO:1902410,uncharacterized protein loc103327436 isoform x1,,,,,,
,TR32718|c0_g1_i2,GO:0003676,protease do-like 9,,,,,,
,TR32718|c0_g1_i2,GO:0019538,protease do-like 9,,,,,,
,TR32718|c0_g1_i2,GO:0004175,protease do-like 9,,,,,,
,TR32735|c1_g1_i4,GO:0019538,protease 10 isoform 4,,,,,,
,TR32735|c1_g1_i4,GO:0004175,protease 10 isoform 4,,,,,,
,TR32744|c0_g1_i1,GO:0050896,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0032550,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0043231,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0030312,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0044267,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0006090,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0046914,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0009117,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0006089,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0005515,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0031090,heat shock 70 kda mitochondrial-like,,,,,,
,TR32744|c0_g1_i1,GO:0006006,heat shock 70 kda mitochondrial-like,,,,,,
,TR32748|c1_g1_i1,GO:0034062,dna-directed rna polymerase chloroplastic mitochondrial,,,,,,
,TR32748|c1_g1_i1,GO:0003676,dna-directed rna polymerase chloroplastic mitochondrial,,,,,,
,TR32748|c1_g1_i1,GO:0034645,dna-directed rna polymerase chloroplastic mitochondrial,,,,,,
,TR32771|c0_g1_i1,GO:0016109,capsanthin capsorubin chromoplast-like,,,,,,
,TR32771|c0_g1_i1,GO:0016491,capsanthin capsorubin chromoplast-like,,,,,,
Ribpr cpx,TR32785|c0_g1_i2,GO:0003676,60s ribosomal protein l10a-2,,,,,,
,TR32785|c0_g1_i2,GO:0034645,60s ribosomal protein l10a-2,,,,,,
,TR32785|c0_g1_i2,GO:0005198,60s ribosomal protein l10a-2,,,,,,
,TR32785|c0_g1_i2,GO:0044391,60s ribosomal protein l10a-2,,,,,,
rib bioge,TR32841|c0_g1_i2,GO:0031167,probable dual-specificity rna methyltransferase -like,,,,,,
ribpr cpx bg,TR32841|c0_g1_i2,GO:0051540,probable dual-specificity rna methyltransferase -like,,,,,,
,TR32841|c0_g1_i2,GO:0008168,probable dual-specificity rna methyltransferase -like,,,,,,
,TR32841|c0_g1_i2,GO:0044424,probable dual-specificity rna methyltransferase -like,,,,,,
,TR32843|c1_g1_i2,GO:0006796,leucine-rich repeat protein kinase family protein isoform 2,,,,,,
,TR32843|c1_g1_i2,GO:0006464,leucine-rich repeat protein kinase family protein isoform 2,,,,,,
,TR32843|c1_g1_i2,GO:0004672,leucine-rich repeat protein kinase family protein isoform 2,,,,,,
,TR32843|c1_g1_i2,GO:0044425,leucine-rich repeat protein kinase family protein isoform 2,,,,,,
,TR32843|c1_g1_i2,GO:0032550,leucine-rich repeat protein kinase family protein isoform 2,,,,,,
,TR32930|c1_g1_i1,GO:0022402,65-kda microtubule-associated protein 3,,,,,,
,TR32930|c1_g1_i1,GO:0015631,65-kda microtubule-associated protein 3,,,,,,
,TR32930|c1_g1_i1,GO:0007017,65-kda microtubule-associated protein 3,,,,,,
rib bioge,TR32931|c0_g1_i1,GO:0000377,ribosomal rna processing protein 36 homolog,,,,,,
ribpr cpx bg,TR32931|c0_g1_i1,GO:0043232,ribosomal rna processing protein 36 homolog,,,,,,
,TR32931|c0_g1_i1,GO:0042254,ribosomal rna processing protein 36 homolog,,,,,,
,TR32931|c0_g1_i1,GO:0043231,ribosomal rna processing protein 36 homolog,,,,,,
,TR32932|c0_g1_i2,GO:0016628,arogenate dehydrogenase,,,,,,
,TR32932|c0_g1_i2,GO:0006570,arogenate dehydrogenase,,,,,,
,TR32946|c3_g1_i1,GO:0097159,28 kda chloroplastic,,,,,,
,TR32949|c0_g1_i1,GO:0003676,dna excision repair protein ercc-6-like isoform x1,,,,,,
,TR32949|c0_g1_i1,GO:0032550,dna excision repair protein ercc-6-like isoform x1,,,,,,
,TR32968|c0_g1_i1,GO:0016757,anthocyanidin 3-o-glucosyltransferase 5-like isoform x1,,,,,,
ribpr cpx,TR32972|c0_g1_i1,GO:0034645,hypothetical protein CISIN_1g032476mg [Citrus sinensis],,,,,,
,TR32972|c0_g1_i1,GO:0030529,hypothetical protein CISIN_1g032476mg [Citrus sinensis],,,,,,
,TR32972|c0_g1_i1,GO:0005198,hypothetical protein CISIN_1g032476mg [Citrus sinensis],,,,,,
,TR32985|c7_g1_i1,GO:0006812,heavy metal transport detoxification superfamily protein isoform 1,,,,,,
,TR32985|c7_g1_i1,GO:0043169,heavy metal transport detoxification superfamily protein isoform 1,,,,,,
,TR33004|c0_g1_i5,GO:0098732,palmitoyl-protein thioesterase 1-like,,,,,,
,TR33004|c0_g1_i5,GO:0036211,palmitoyl-protein thioesterase 1-like,,,,,,
,TR33004|c0_g1_i5,GO:0016790,palmitoyl-protein thioesterase 1-like,,,,,,
,TR33004|c0_g1_i5,GO:0043231,palmitoyl-protein thioesterase 1-like,,,,,,
,TR33004|c0_g1_i5,GO:0044444,palmitoyl-protein thioesterase 1-like,,,,,,
,TR33008|c1_g1_i3,GO:0051726,unnamed protein product [Vitis vinifera],,,,,,
,TR33008|c1_g1_i3,GO:0043231,unnamed protein product [Vitis vinifera],,,,,,
,TR33008|c1_g1_i3,GO:0019900,unnamed protein product [Vitis vinifera],,,,,,
,TR33013|c5_g1_i2,GO:0046914,PREDICTED: laccase-14-like [Prunus mume],,,,,,
,TR33013|c5_g1_i2,GO:0016682,PREDICTED: laccase-14-like [Prunus mume],,,,,,
,TR33013|c5_g1_i2,GO:0009808,PREDICTED: laccase-14-like [Prunus mume],,,,,,
,TR33013|c5_g1_i2,GO:0005576,PREDICTED: laccase-14-like [Prunus mume],,,,,,
,TR33026|c2_g1_i1,GO:0016798,o-glycosyl hydrolases family 17 protein,,,,,,
,TR33026|c2_g1_i1,GO:0044238,o-glycosyl hydrolases family 17 protein,,,,,,
,TR33036|c4_g1_i1,GO:0043231,f-box protein at5g06550,,,,,,
,TR33036|c4_g1_i1,GO:0006605,f-box protein at5g06550,,,,,,
,TR33036|c4_g1_i1,GO:0010468,f-box protein at5g06550,,,,,,
,TR33036|c4_g1_i1,GO:0034969,f-box protein at5g06550,,,,,,
,TR33036|c4_g1_i1,GO:0010029,f-box protein at5g06550,,,,,,
,TR33036|c4_g1_i1,GO:0000976,f-box protein at5g06550,,,,,,
,TR33044|c0_g1_i1,GO:0006796,cbl-interacting serine threonine-protein kinase 7-like,,,,,,
,TR33044|c0_g1_i1,GO:0036094,cbl-interacting serine threonine-protein kinase 7-like,,,,,,
,TR33044|c0_g1_i1,GO:0004672,cbl-interacting serine threonine-protein kinase 7-like,,,,,,
,TR33044|c0_g1_i1,GO:1901363,cbl-interacting serine threonine-protein kinase 7-like,,,,,,
,TR33044|c0_g1_i1,GO:0097159,cbl-interacting serine threonine-protein kinase 7-like,,,,,,
,TR33074|c0_g1_i1,GO:0019538,subtilisin-like protease,,,,,,
,TR33074|c0_g1_i1,GO:0004175,subtilisin-like protease,,,,,,
,TR33091|c0_g1_i1,GO:0032550,trna synthetase class i ( m and v) family protein isoform 1,,,,,,
,TR33091|c0_g1_i1,GO:0006448,trna synthetase class i ( m and v) family protein isoform 1,,,,,,
,TR33091|c0_g1_i1,GO:0052689,trna synthetase class i ( m and v) family protein isoform 1,,,,,,
,TR33091|c0_g1_i1,GO:0004812,trna synthetase class i ( m and v) family protein isoform 1,,,,,,
